Region.Name,country_birth,TOTAL,ALABAMA,ALASKA,ARIZONA,ARKANSAS,CALIFORNIA,COLORADO,CONNECTICUT,DELAWARE,DISTRICT.OF.COLUMBIA,FLORIDA,GEORGIA,GUAM,HAWAII,IDAHO,ILLINOIS,INDIANA,IOWA,KANSAS,KENTUCKY,LOUISIANA,MAINE,MARYLAND,MASSACHUSETTS,MICHIGAN,MINNESOTA,MISSISSIPPI,MISSOURI,MONTANA,NEBRASKA,NEVADA,NEW.HAMPSHIRE,NEW.JERSEY,NEW.MEXICO,NEW.YORK,NORTH.CAROLINA,NORTH.DAKOTA,OHIO,OKLAHOMA,OREGON,PENNSYLVANIA,PUERTO.RICO,RHODE.ISLAND,SOUTH.CAROLINA,SOUTH.DAKOTA,TENNESSEE,TEXAS,U.S..ARMED.SERVICES.POSTS,U.S..TERRITORIES1,UTAH,VERMONT,VIRGINIA,WASHINGTON,WEST.VIRGINIA,WISCONSIN,WYOMING,UNKNOWN
Europe,Hungary,4322,9,0,72,6,672,81,85,0,19,912,72,0,27,8,99,34,0,3,22,5,3,76,90,53,38,0,32,3,4,98,12,251,4,528,100,0,105,4,43,94,0,3,36,0,40,186,0,0,16,3,92,100,0,30,3,45
Europe,Iceland,410,0,0,4,0,65,3,0,0,0,64,5,0,0,0,6,0,0,6,0,0,3,10,24,4,0,0,0,0,0,0,0,5,0,36,6,0,3,3,0,4,0,0,4,0,0,17,0,0,0,0,14,17,0,8,0,2
Asia,India,261924,1324,48,3197,820,54755,1761,3396,1005,205,7916,11188,4,92,185,15107,2778,956,1240,1019,758,147,6254,8043,5992,2614,537,2098,51,500,799,670,27473,347,14298,7971,82,5894,876,1637,9306,5,269,1735,96,2547,30220,7,23,562,119,10879,8090,186,1923,31,1871
Asia,Indonesia,8466,20,15,104,41,2984,268,42,3,16,279,260,0,42,26,153,49,29,27,36,49,12,198,137,80,74,11,40,3,12,117,146,207,14,583,112,0,146,56,112,434,0,0,35,3,66,621,4,0,43,3,178,409,3,34,7,69
Asia,Iran,46378,117,12,762,51,23693,367,177,26,133,1140,1143,0,23,96,851,160,68,157,174,90,23,1567,869,457,221,24,186,0,69,618,40,554,79,1384,506,11,388,263,466,377,3,34,112,7,328,4318,0,0,315,16,2096,1215,43,123,0,386
Asia,Iraq,63140,79,20,3114,39,12256,905,274,4,21,1286,732,0,3,444,3236,244,285,176,1011,161,571,569,1670,12958,825,3,796,4,955,311,174,291,198,1871,717,106,1368,188,709,964,0,65,92,61,1261,6240,0,0,625,51,2190,1770,20,465,0,731
Europe,Ireland,7286,11,4,81,7,1202,87,148,4,36,410,116,0,9,0,371,48,6,19,68,10,14,105,928,61,53,0,30,0,4,34,49,309,4,1435,157,0,77,6,93,282,0,41,60,0,43,247,0,0,7,6,151,200,0,57,0,105
Asia,Israel,13908,37,0,148,3,3308,121,106,0,40,1641,273,0,27,3,436,51,26,35,34,72,0,282,433,200,57,3,73,0,14,300,14,933,25,2760,166,0,236,24,82,289,3,4,93,0,85,670,0,3,15,9,167,281,4,52,0,204
Europe,Italy,13681,28,0,155,8,2119,145,366,25,96,1679,195,3,50,27,510,68,25,18,25,40,17,227,689,330,58,13,71,3,0,126,23,924,48,2597,290,3,249,30,95,545,30,83,96,0,54,483,18,0,64,5,342,224,16,79,0,200
Americas,Jamaica,80547,202,33,220,33,1263,212,4097,279,182,21991,4433,0,36,18,839,160,25,65,77,194,149,2658,2661,418,157,156,272,7,21,148,78,4761,28,25033,1023,34,537,168,68,2482,3,172,648,3,226,1541,44,43,46,67,1177,167,58,183,15,910
Asia,Japan,8893,29,16,134,16,2979,117,62,0,31,260,176,57,693,14,230,51,13,32,50,24,12,124,207,158,52,8,43,3,17,125,17,296,27,838,129,0,144,27,149,133,0,0,42,0,60,328,3,0,67,4,238,416,11,43,0,111
Asia,Jordan,13458,124,0,210,47,1810,102,81,14,16,829,188,0,6,3,1592,191,43,89,147,362,0,146,224,662,104,46,219,0,30,50,22,797,61,800,383,7,950,61,74,307,23,4,95,0,299,1213,0,31,28,0,431,134,10,206,0,146
Asia,Kazakhstan,4262,7,10,41,0,686,83,26,3,13,374,60,0,3,10,153,21,12,12,16,13,19,96,170,32,51,3,37,0,10,37,0,158,3,674,98,3,82,15,113,178,0,0,41,0,18,255,3,0,10,0,184,294,0,17,0,34
Africa,Kenya,22999,277,15,424,45,1557,323,110,285,62,499,1197,0,22,33,310,362,277,464,180,57,75,1065,1581,289,1967,30,642,0,141,122,105,807,71,633,861,89,676,232,176,675,0,28,154,23,302,3244,8,0,90,36,502,1329,16,164,7,330
Oceania,Kiribati,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Asia,"Korea, North",103,0,0,0,0,19,6,0,0,0,3,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1
Asia,"Korea, South",72669,818,187,595,88,22294,872,413,117,110,1161,4202,170,866,61,2574,357,131,207,191,141,42,2601,1340,1015,316,82,439,29,79,620,72,5352,114,6852,1120,15,699,394,599,1757,3,82,335,10,481,4254,114,40,254,19,3786,2965,23,209,15,971
Europe,Kosovo,2470,0,0,39,6,55,11,129,0,3,124,68,0,0,7,130,0,22,0,34,6,0,24,53,160,12,0,26,0,0,0,0,121,3,859,30,0,15,36,11,69,0,0,4,0,23,148,3,0,3,0,64,17,0,60,0,9
Asia,Kuwait,4207,41,0,74,13,566,32,31,9,5,218,93,0,0,8,266,55,21,26,47,76,46,73,153,239,55,5,48,0,0,18,6,185,7,252,119,0,182,19,40,105,0,0,28,0,81,518,0,0,36,0,171,91,0,43,0,48
Asia,Kyrgyzstan,2248,0,9,12,0,296,25,8,0,7,120,32,0,0,6,230,7,3,9,7,9,0,48,94,0,40,0,20,0,0,18,0,58,0,365,39,0,69,3,68,108,0,3,34,0,8,92,0,0,5,0,83,183,0,9,0,26
Asia,Laos,9759,41,96,66,229,2252,107,94,0,0,208,270,0,64,36,129,26,187,158,16,40,10,33,134,174,1736,0,59,3,30,79,32,16,11,82,450,0,115,118,218,114,0,131,57,3,323,330,0,0,74,0,83,277,0,908,0,99
Europe,Latvia,1583,0,8,18,0,236,30,21,3,4,171,40,0,0,0,121,7,0,0,0,0,0,40,67,24,18,0,11,0,0,4,3,68,0,223,36,0,36,6,16,39,0,0,13,0,8,41,0,0,7,0,49,74,0,37,0,12
Asia,Lebanon,11102,38,0,145,3,1895,49,86,0,43,658,175,0,8,0,230,70,29,48,42,60,0,112,784,2678,90,0,60,0,6,64,46,299,10,581,167,3,436,72,58,195,0,52,65,0,79,914,0,0,34,0,365,138,5,30,5,111
Africa,Lesotho,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,Liberia,13958,31,3,224,6,260,101,80,200,24,131,634,0,0,4,156,167,468,18,145,19,0,1041,510,161,1728,0,152,0,21,39,41,966,0,714,596,312,349,63,42,2307,0,527,70,129,94,681,0,0,35,0,310,75,14,56,0,204
Africa,Libya,1481,4,0,34,0,184,64,31,0,0,88,47,0,0,7,37,18,16,3,13,3,0,9,37,53,11,0,24,0,5,9,0,50,0,77,45,0,83,18,27,41,0,0,8,0,17,144,0,0,13,4,61,56,7,21,0,19
Europe,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Europe,Lithuania,3323,0,0,24,0,257,62,59,4,0,305,95,0,3,0,1230,28,3,3,0,0,9,47,110,47,24,0,5,0,0,32,3,156,0,267,47,0,56,0,5,73,0,5,28,0,19,51,0,0,5,0,68,36,0,25,0,23
Europe,Luxembourg,95,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
Asia,Macau,403,0,0,0,0,202,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,11,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,22,0,0,3,0,0,11,0,0,0,3
Europe,Macedonia,1955,0,29,19,0,72,10,96,0,0,125,13,0,0,0,243,102,10,0,0,0,0,5,28,165,0,4,17,0,0,19,3,418,0,280,10,0,69,0,7,24,3,0,4,0,0,36,0,0,0,0,38,10,0,46,0,6
Africa,Madagascar,299,0,0,0,0,34,3,0,0,0,16,7,0,0,0,5,0,0,0,0,0,0,33,0,0,9,0,0,0,0,0,0,11,0,27,0,0,3,0,0,0,0,0,5,0,3,7,0,0,3,0,42,6,0,0,0,5
Africa,Malawi,504,6,0,0,0,36,0,0,0,0,13,26,0,0,0,15,50,0,3,3,0,3,37,11,36,7,0,4,0,0,0,0,10,0,15,18,0,14,4,0,7,0,0,0,0,4,56,0,0,0,0,13,9,0,3,0,2
Asia,Malaysia,6095,32,0,95,16,1437,78,42,0,4,186,217,0,38,21,189,45,34,54,29,27,3,102,137,93,104,11,67,0,14,52,15,214,11,1020,115,0,93,79,62,117,0,7,21,0,49,575,0,0,29,6,161,221,3,50,0,48
Asia,Maldives,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,Mali,2081,0,0,0,0,33,42,3,0,4,24,75,0,0,0,33,42,7,3,0,9,0,206,8,32,10,0,10,0,3,0,0,50,0,747,64,0,95,3,0,245,0,13,3,0,26,106,0,0,9,0,22,29,0,9,0,20
Europe,Malta,227,0,0,0,0,34,0,0,0,0,17,3,5,0,0,3,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,12,0,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Oceania,Marshall Islands,92,0,0,0,0,3,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,3,3,0,0,0,4
Africa,Mauritania,1370,0,0,10,0,4,41,3,0,0,0,24,0,0,0,30,31,0,0,67,57,0,28,7,10,0,0,15,0,0,0,0,5,0,289,4,11,415,0,0,64,0,4,0,0,65,29,0,0,0,0,45,10,0,0,0,11
Africa,Mauritius,320,0,0,6,0,48,0,5,0,0,29,4,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,11,0,34,3,0,4,0,0,5,0,0,0,0,0,24,0,0,0,0,26,4,0,0,0,0
Americas,Mexico,560453,1553,298,28864,3115,210546,10574,1083,648,183,13726,9894,4,274,3103,26289,4672,2610,4570,1273,1260,103,1762,1217,4186,3004,777,2339,146,2722,11318,194,3615,9447,7696,7996,144,2258,4866,7758,2596,276,206,2151,155,3339,126585,59,6,5292,32,3099,11535,149,3921,341,4605
Oceania,"Micronesia, Federated States",219,0,0,0,0,12,0,0,0,0,3,27,8,18,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,16,0,0,24,0,0,0,0,3,3,0,0,0,6
Europe,Moldova,8315,80,59,67,11,1333,116,48,13,7,710,272,0,10,11,757,46,3,8,5,78,13,126,434,43,212,3,107,5,4,129,17,127,5,656,311,13,136,17,301,211,0,0,74,0,92,196,0,0,24,60,181,1000,0,32,23,61
Europe,Monaco,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia,Mongolia,2288,0,0,14,0,744,145,3,0,0,44,6,0,3,3,359,28,0,0,4,0,0,45,10,7,8,0,17,0,3,19,0,25,0,47,18,3,15,3,9,24,0,0,3,0,5,37,0,0,45,0,324,120,0,26,0,14
Europe,Montenegro,1030,0,0,3,0,37,0,13,0,0,25,0,0,0,0,62,0,0,0,0,0,0,0,7,161,0,0,0,0,0,4,0,54,0,562,5,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,2
Americas,Montserrat,229,0,0,0,0,0,0,0,0,0,29,6,0,0,0,0,0,0,0,0,0,0,0,64,0,3,0,0,0,0,0,0,5,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Africa,Morocco,14875,50,0,114,31,832,224,317,59,75,1650,322,0,0,11,512,133,47,39,118,58,3,316,1895,174,133,34,65,5,23,70,41,863,31,1652,624,0,477,136,58,812,3,79,118,8,106,678,3,0,24,8,1401,165,16,86,0,123
Africa,Mozambique,227,0,0,0,0,23,0,4,0,0,17,6,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,21,0,20,11,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,7,3,0,0,0,2
Africa,Namibia,189,0,0,0,0,18,0,0,0,0,13,9,0,0,0,0,3,0,0,0,0,0,8,0,6,0,0,3,0,0,0,0,0,0,4,4,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0
Oceania,Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia,Nepal,28067,108,22,228,47,2773,998,284,42,15,322,563,0,56,92,513,105,279,191,463,110,4,1608,1372,320,438,20,248,3,288,73,329,356,44,3247,787,90,1893,186,189,1313,0,58,127,109,205,3812,3,3,190,150,2161,553,34,203,11,402
Europe,Netherlands,3999,18,0,92,3,686,106,51,0,13,411,129,0,10,21,110,33,23,10,14,30,19,63,160,123,48,6,29,16,6,35,14,107,20,251,112,0,89,16,80,113,0,6,51,5,42,325,3,0,31,11,139,141,3,51,0,43
Europe,Netherlands Antilles (former),239,0,0,0,0,12,0,0,0,0,69,10,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,41,0,0,0,0,0,3,0,0,0,0,0,17,0,4,0,0,0,0,0,0,0,2
Oceania,New Caledonia,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceania,New Zealand,2855,12,14,64,13,664,144,28,3,8,136,42,0,49,18,61,17,16,0,12,11,18,45,96,36,40,3,40,13,0,47,16,42,7,172,61,0,40,12,67,61,0,0,15,0,35,186,0,0,87,0,76,175,0,29,3,34
Americas,Nicaragua,20941,39,6,113,41,4135,70,99,6,50,10163,317,0,4,16,121,108,43,33,35,271,0,494,111,45,65,37,68,0,25,246,0,526,24,707,358,0,91,35,62,133,41,12,85,3,109,1118,0,0,50,0,423,125,0,78,3,147
Africa,Niger,631,0,0,0,11,6,3,0,0,0,3,12,0,0,0,0,53,0,0,0,0,0,68,6,8,0,0,0,0,4,0,0,6,0,116,101,0,31,0,0,87,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,7
Africa,Nigeria,45920,200,28,384,88,3105,276,358,207,264,1212,3395,0,17,15,2210,1169,108,182,142,220,36,5478,1320,663,893,72,502,4,80,162,82,2349,65,3793,1099,81,864,388,135,1183,0,267,249,10,492,9870,19,0,69,14,911,333,46,237,7,540
Oceania,Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Europe,North Macedonia,577,0,0,11,0,24,6,21,0,0,38,3,0,0,0,94,32,6,4,0,0,0,0,11,26,0,0,4,0,0,9,3,88,0,63,9,0,24,3,0,5,0,0,4,0,3,21,0,0,0,3,18,8,0,17,0,7
Europe,North Macedonia (formerly Macedonia),800,0,12,4,0,21,6,32,0,0,79,0,0,0,0,136,54,5,5,0,0,3,5,14,52,0,0,10,0,0,7,4,125,0,103,4,0,17,3,4,4,0,4,0,0,4,26,0,0,0,0,10,0,0,19,0,12
Oceania,Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Europe,Norway,627,3,0,15,0,88,31,0,0,0,71,16,0,0,0,5,4,3,3,0,3,0,10,20,3,11,0,0,7,0,12,0,14,0,21,15,0,5,0,10,12,0,0,0,0,15,62,0,0,5,0,8,38,0,0,0,10
Asia,Oman,266,0,0,3,0,45,0,0,0,0,3,6,0,0,0,11,0,0,0,3,0,0,3,3,3,3,0,0,0,0,0,0,12,0,10,0,0,0,0,0,8,0,0,0,0,0,50,0,0,0,0,15,0,0,0,0,3
Asia,Pakistan,55363,224,16,300,140,6279,190,926,214,76,1878,1614,0,38,23,3757,442,127,262,175,314,23,2437,1181,1302,395,49,487,7,60,242,103,3603,86,9251,1153,13,752,370,150,1577,0,105,141,12,327,8769,0,0,190,7,3921,756,54,337,12,469
Oceania,Palau,158,0,0,3,0,21,3,0,0,0,3,3,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,3,7,0,0,0,4
Americas,Panama,6382,49,0,72,22,526,50,27,13,14,1414,343,0,11,4,101,47,14,28,32,73,0,170,121,53,28,34,41,0,12,60,9,189,15,997,220,0,74,31,22,101,58,6,81,0,82,618,0,0,46,3,232,71,0,33,3,58
Oceania,Papua New Guinea,88,0,0,0,0,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Americas,Paraguay,1805,3,0,7,4,118,18,47,4,12,297,24,0,0,0,4,0,4,15,0,0,0,102,20,4,0,0,3,0,0,0,0,165,7,570,24,0,0,0,12,23,6,0,4,0,0,75,0,0,24,0,52,16,0,0,0,20
Americas,Peru,48185,118,55,358,84,6426,582,1384,59,153,11138,1099,0,56,115,661,231,58,134,132,93,33,1540,798,192,182,52,199,15,77,465,58,6264,97,5159,908,3,458,207,234,615,130,94,267,15,193,2105,5,0,970,34,2643,470,66,185,21,472
Asia,Philippines,194014,711,1693,3108,503,75834,1180,1028,337,220,8322,1840,2818,8972,402,8281,1275,477,759,600,723,185,4416,1334,1867,1075,384,1266,197,313,8008,252,7832,679,9263,2308,158,1754,808,1528,2043,14,215,1208,131,1012,10549,213,576,653,61,4929,6590,195,794,125,1956
Europe,Pitcairn Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Europe,Poland,31034,44,17,289,11,1346,306,1830,38,36,1435,231,0,37,20,9846,152,24,14,37,37,41,256,871,655,103,14,108,15,14,193,68,3723,39,5425,296,20,286,41,82,924,0,100,132,3,106,510,6,0,58,20,328,320,13,232,0,238
Europe,Portugal,8296,6,0,29,3,815,12,445,3,12,336,48,0,3,21,26,6,3,0,0,3,0,116,2219,22,12,4,9,0,0,20,54,2013,0,731,41,0,6,0,7,160,0,597,29,0,10,90,0,0,4,0,142,37,0,0,0,94
Americas,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia,Qatar,510,0,0,3,0,70,0,0,0,0,25,16,0,0,0,26,0,0,0,0,0,0,9,6,42,0,0,7,0,0,0,0,20,0,36,9,0,15,0,0,9,0,0,0,0,4,76,0,0,0,0,36,6,0,0,0,1
Oceania,Republic of Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Europe,Romania,15416,61,19,548,49,2058,187,207,43,46,1477,717,0,29,68,1494,145,47,33,38,86,30,281,357,880,81,21,98,11,29,222,63,475,38,1200,347,17,483,27,356,413,0,24,166,6,158,747,0,0,44,9,461,736,22,96,15,124
Europe,Russia,30814,113,139,243,44,5550,614,312,52,91,2893,632,3,79,107,1086,163,86,94,122,79,76,722,1279,370,382,20,239,37,59,307,75,1457,53,4677,600,18,557,153,635,1059,4,51,370,12,225,1229,8,3,157,36,880,1942,28,240,11,316
Africa,Rwanda,1855,0,0,106,0,62,41,6,0,0,20,36,0,0,24,69,38,46,6,59,0,76,45,64,91,13,0,29,0,0,3,35,10,0,96,55,22,110,3,22,62,0,0,10,0,42,315,0,0,64,3,28,45,0,11,0,20
Africa,Saint Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americas,Saint Kitts and Nevis,1489,3,0,0,0,17,0,25,6,0,275,73,0,0,0,10,0,0,0,0,0,0,34,50,3,0,0,3,0,0,0,0,54,0,332,37,0,0,0,0,26,13,4,3,0,3,57,0,311,0,0,34,0,0,0,0,35
Americas,Saint Lucia,3424,3,0,7,0,52,6,161,3,6,427,116,0,0,0,18,6,0,6,0,23,0,85,85,5,3,0,0,0,0,0,0,153,0,1489,40,0,21,5,0,54,0,0,12,0,0,165,0,277,0,0,42,3,0,10,0,42
Americas,Saint Vincent and the Grenadines,2299,0,0,3,0,36,3,12,0,0,185,59,0,0,0,3,6,0,0,0,6,0,44,62,0,0,0,0,0,0,0,0,96,0,1413,28,0,3,0,0,103,0,0,8,0,3,28,0,30,0,0,31,0,0,0,0,29
Oceania,Samoa,922,0,45,8,0,268,0,0,0,0,9,8,0,130,0,3,0,0,0,0,0,0,3,0,0,0,0,17,0,0,25,0,3,0,0,0,0,0,0,16,0,0,0,0,0,3,16,0,0,137,0,3,141,0,0,0,10
Europe,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,Sao Tome and Principe,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia,Saudi Arabia,5042,17,0,68,6,741,55,42,0,14,278,114,0,0,0,374,54,36,35,21,16,5,120,106,271,155,6,62,0,15,27,4,227,8,390,125,0,186,31,56,117,0,6,20,0,53,583,0,0,19,0,298,115,0,33,0,61
Africa,Senegal,4397,25,0,17,0,139,57,31,6,40,86,260,0,0,0,63,77,15,6,97,18,0,326,117,116,33,6,45,0,3,21,0,162,0,1044,166,0,460,20,11,98,0,126,29,0,94,214,0,0,3,0,111,75,6,31,0,69
Europe,Serbia,3002,0,9,71,0,369,38,23,0,8,351,52,0,4,5,591,38,10,3,7,6,7,63,65,77,16,0,29,0,0,67,7,112,0,343,35,0,74,4,15,82,0,0,8,0,18,113,0,0,6,0,87,49,0,49,0,13
Europe,Serbia and Montenegro (former),4103,3,3,91,0,387,39,95,0,24,260,71,0,4,6,397,50,25,3,30,4,3,54,80,356,36,0,61,0,3,49,38,210,5,975,41,6,105,4,12,96,0,0,11,0,27,110,0,0,11,0,66,63,0,52,0,57
Africa,Seychelles,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Africa,Sierra Leone,7090,10,3,74,0,293,30,21,62,57,101,241,0,0,0,46,42,27,3,4,0,0,1530,235,90,142,0,44,0,0,12,3,432,3,732,204,28,425,15,18,644,0,6,19,0,31,354,0,0,13,0,816,82,6,13,0,114
Asia,Singapore,1533,9,0,18,0,439,26,16,0,0,59,24,0,9,0,40,7,0,0,0,0,0,27,60,12,12,0,7,0,0,14,7,72,0,140,23,0,10,8,22,36,0,3,7,0,16,147,0,0,8,0,38,96,0,7,0,12
Americas,Sint Maarten,76,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Europe,Slovakia,1913,0,0,16,0,200,43,57,0,3,217,37,0,5,0,126,6,0,0,0,0,4,36,43,29,14,0,3,0,0,17,0,320,3,272,45,0,34,3,12,66,0,0,15,0,9,62,0,0,6,0,44,22,0,12,0,17
Europe,Slovenia,308,0,0,0,0,52,0,4,0,0,29,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,43,0,0,0,0,0,6,0,0,0,0,5,12,0,0,0,0,0,10,0,0,0,1
Oceania,Solomon Islands,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,Somalia,24350,3,79,367,0,439,580,17,0,4,33,301,0,0,93,253,98,320,361,684,0,421,59,420,190,9181,0,612,0,847,30,45,0,4,532,143,368,2933,7,455,182,0,0,0,104,452,728,0,0,258,96,266,1410,0,525,9,394
Africa,South Africa,11411,81,12,230,55,1766,370,153,8,45,1277,616,0,36,43,282,102,63,77,96,55,39,211,288,175,151,32,123,24,48,90,34,317,40,593,525,31,201,63,175,257,0,33,200,24,225,1046,6,0,146,15,371,337,22,81,3,86
Africa,South Sudan,531,0,0,20,0,10,4,0,0,0,3,7,0,0,0,0,0,85,4,6,0,10,0,14,10,23,0,12,0,74,0,0,0,0,12,7,6,0,0,0,9,0,0,0,10,20,42,0,0,8,0,6,21,0,0,0,0
Europe,Soviet Union (former),10512,36,43,108,12,1937,179,127,23,35,858,212,0,17,21,482,65,41,33,44,44,24,281,528,140,164,4,90,12,28,95,67,600,22,1438,199,6,202,20,159,394,0,9,76,4,79,414,0,0,48,21,309,519,12,100,0,75
Europe,Spain,8120,27,3,96,15,1212,119,118,6,80,1609,138,0,19,14,268,49,29,19,28,30,16,185,306,107,61,5,65,6,13,52,19,521,28,877,131,0,99,13,67,168,135,16,80,0,35,541,7,0,72,3,236,173,0,64,0,81
Asia,Sri Lanka,7090,13,4,64,6,1643,58,109,6,8,223,156,0,12,9,204,63,23,72,42,26,4,443,198,134,103,11,32,0,18,110,10,427,8,1099,135,8,148,30,63,145,0,9,34,0,35,566,0,0,45,6,225,141,3,52,0,56
